Gold	Predictions	Probabilities	Filename
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Bourgogne-Franche-Comté', 'Normandy', 'Centre-Loire Valley']	[0.9991065859794617, 0.0008934456272982061, 7.345241494031984e-13, 1.2664524283946999e-16, 7.21096485703225e-17]	5jXB8X3CLyt-I7Zd7BviyA
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Pays de la Loire', 'Centre-Loire Valley', 'Normandy']	[1.0, 4.933496319803332e-12, 4.595063106329223e-15, 3.395454984416256e-17, 4.0751556940610683e-19]	1v6rJkdyFPURR-y-AnOIJA
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Bourgogne-Franche-Comté', 'Pays de la Loire', 'Ile-de-France']	[1.0, 5.347403075894874e-11, 3.004504553000869e-23, 1.0872335403397918e-24, 1.0421169180852423e-26]	UK-E_XMivpmhVikSsioVfg
Centre-Loire Valley	['Centre-Loire Valley', 'Pays de la Loire', 'New Aquitaine', 'Hauts-de-France', 'Grand Est']	[0.6981686949729919, 0.30183130502700806, 7.425662515436748e-12, 1.1284168365068836e-30, 5.3346576151616056e-31]	EfmxHBe06Mu-iUPpHnft3g
Centre-Loire Valley	['Pays de la Loire', 'Centre-Loire Valley', 'New Aquitaine', 'Grand Est', 'Hauts-de-France']	[0.9895879030227661, 0.010412086732685566, 1.6013086730309868e-17, 1.0958918804202714e-23, 1.4926330699410289e-27]	5Na7KgMJCuZxuj9cAUN5Lg
Centre-Loire Valley	['Centre-Loire Valley', 'New Aquitaine', 'Normandy', 'Pays de la Loire', 'Hauts-de-France']	[1.0, 1.419946243919057e-10, 4.0526545471266176e-15, 3.680424224389821e-15, 1.888817463364208e-17]	sRxZwVJisB5K7FrzJM1GRQ
Centre-Loire Valley	['Pays de la Loire', 'Centre-Loire Valley', 'Hauts-de-France', 'Grand Est', 'New Aquitaine']	[0.9901920557022095, 0.00980665534734726, 1.2831509366151295e-06, 7.168592434068921e-13, 9.114677599914717e-14]	hlHtBbL4WfcwHDppKD5R-Q
Centre-Loire Valley	['Centre-Loire Valley', 'New Aquitaine', 'Normandy', 'Pays de la Loire', 'Hauts-de-France']	[0.999883770942688, 0.00011599716526689008, 2.6759715865409817e-07, 4.195954694807824e-10, 2.6212953248977433e-12]	sTHTK49ZXiFVwLKrPqiKaw
Centre-Loire Valley	['Grand Est', 'New Aquitaine', 'Hauts-de-France', 'Centre-Loire Valley', 'Brittany']	[0.9998760223388672, 0.00012393039651215076, 2.4291386679919924e-08, 9.152219780650395e-12, 3.3729007813728534e-14]	6_20VmBNxqWlVGEqKMHlzA
Centre-Loire Valley	['Centre-Loire Valley', 'New Aquitaine', 'Normandy', 'Hauts-de-France', 'Pays de la Loire']	[0.9985476136207581, 0.0014523162972182035, 7.86425324861284e-09, 1.9743125190263555e-10, 1.4381042190425575e-10]	f__JHo7A5udyuyj4R0aB7w
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Bourgogne-Franche-Comté', 'Pays de la Loire', 'Centre-Loire Valley']	[1.0, 3.911936963599261e-15, 8.060018420407379e-19, 2.879359217234501e-22, 5.244520847308435e-24]	IHkkbYEu2hyKxQPKUwTxpA
Centre-Loire Valley	['Hauts-de-France', 'Centre-Loire Valley', 'New Aquitaine', 'Grand Est', 'Ile-de-France']	[0.9719516038894653, 0.028026005253195763, 2.0994559235987253e-05, 1.3478838809533045e-06, 5.529040780771766e-09]	nLtzUZuoiTie_qJCZa5ekA
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Pays de la Loire', 'Brittany']	[1.0, 1.1084869688815502e-09, 1.1178437461702856e-13, 6.228299332212298e-19, 1.1960786088272428e-19]	V8wFgZuNKDtiXYixgq10gg
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'Centre-Loire Valley', 'Pays de la Loire', 'Normandy']	[1.0, 4.18121670620053e-09, 1.6023892213112845e-09, 7.173667719963597e-15, 1.9177424804600848e-17]	IcpjUzivL9Lwx3k1D_U96A
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Ile-de-France', 'Normandy', 'Centre-Loire Valley']	[0.9999998807907104, 5.988930240619084e-08, 7.646507665641338e-21, 4.9016772278428245e-21, 3.709210880025576e-27]	ji-aqi0e4IYdTkPv8PpwHA
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'Centre-Loire Valley', 'New Aquitaine', 'Brittany']	[0.9999996423721313, 2.828096796747559e-07, 1.1084116380288833e-07, 1.2921215208905323e-09, 3.2466948230547193e-17]	nLCJSbctluY49c_334QjNw
Centre-Loire Valley	['Centre-Loire Valley', 'New Aquitaine', 'Pays de la Loire', 'Hauts-de-France', 'Normandy']	[0.9999704360961914, 2.954863703052979e-05, 3.74703003000465e-12, 9.185604073159645e-14, 8.601761880902559e-15]	r7yw9svJX8QqayZFFYdWUg
Centre-Loire Valley	['Centre-Loire Valley', 'Hauts-de-France', 'Grand Est', 'Pays de la Loire', 'Normandy']	[0.9661716818809509, 0.03254107013344765, 0.0011350400745868683, 0.00015221569628920406, 1.8209721095226087e-17]	6mbSYA4qT-5olaAZ7qRqzA
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'Centre-Loire Valley', 'Pays de la Loire', 'Normandy']	[0.999997615814209, 2.338773811061401e-06, 1.89428436620702e-15, 3.558662261657754e-21, 4.98877466619068e-23]	8fRqycbqS22gtJOvpJBZvg
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'Normandy', 'Pays de la Loire', 'Centre-Loire Valley']	[0.8445693254470825, 0.15543068945407867, 4.4487988293262504e-10, 9.747493204302973e-14, 3.684644566049515e-15]	DdNUibirNwvjTx9yRb57BQ
Centre-Loire Valley	['Hauts-de-France', 'Centre-Loire Valley', 'Grand Est', 'Pays de la Loire', 'New Aquitaine']	[0.9999914169311523, 8.542564501112793e-06, 1.3771203732915183e-08, 2.2841242786064697e-10, 5.259615517209238e-19]	I26iOtyw2RLUWWaFmOuDgg
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'Normandy', 'Pays de la Loire', 'Centre-Loire Valley']	[0.9997441172599792, 0.00025592881138436496, 4.603787113380675e-20, 5.8387864279537416e-21, 2.970009874426089e-23]	lr_oErM036e2Ok3mT0mJ1w
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'New Aquitaine', 'Pays de la Loire']	[0.5052412152290344, 0.49475881457328796, 1.3099881422673487e-12, 2.080708112266015e-16, 4.5191288095257494e-18]	l2l4lhQaPv5DcYTNkUi0Pw
Centre-Loire Valley	['Grand Est', 'Centre-Loire Valley', 'Hauts-de-France', 'Pays de la Loire', 'Normandy']	[0.9999991655349731, 8.716200454728096e-07, 4.24394785980553e-09, 8.863638989442535e-13, 8.251067582607939e-16]	A26PgzODhAgZJnmlFIZP8Q
Centre-Loire Valley	['Centre-Loire Valley', 'Normandy', 'Pays de la Loire', 'Hauts-de-France', 'New Aquitaine']	[0.9724855422973633, 0.016023410484194756, 0.011458056047558784, 3.2884250686038285e-05, 4.9261753787277485e-08]	1aQa4m1xovHn447SElnAzg
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Ile-de-France', 'Centre-Loire Valley']	[1.0, 2.1711000997015617e-08, 4.492106964182341e-10, 2.9451965172233585e-11, 1.4157584609861273e-12]	dFcZ5BmkMdk52nOpXmWl1w
Centre-Loire Valley	['Centre-Loire Valley', 'Hauts-de-France', 'New Aquitaine', 'Pays de la Loire', 'Bourgogne-Franche-Comté']	[1.0, 4.782682694326468e-09, 7.363886583844348e-11, 1.8158798032949508e-13, 2.448177209866736e-15]	BSdFeOR3SWxhKxp2jUNcjQ
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'Centre-Loire Valley', 'Pays de la Loire', 'New Aquitaine']	[0.9993869066238403, 0.0006102296174503863, 2.847392352123279e-06, 9.837518169866777e-13, 5.344702193604974e-16]	HxbkwsqcfMyQjyTmH3xCGg
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Ile-de-France', 'Brittany', 'Normandy']	[1.0, 2.968276291426264e-09, 6.587640988264809e-10, 1.9379491501131385e-12, 5.855493363403005e-14]	c2l13VDEIyT8UG-6FgbFMA
Centre-Loire Valley	['Pays de la Loire', 'Hauts-de-France', 'Centre-Loire Valley', 'New Aquitaine', 'Grand Est']	[0.9999759197235107, 2.4072172891465016e-05, 1.979907571225681e-09, 2.4619787647092977e-15, 2.9469020697528407e-18]	E3Lw7jGlnNgZGdSRbtVQXg
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Centre-Loire Valley', 'Brittany']	[1.0, 6.7953490057170995e-12, 3.1726927942482552e-12, 7.362733081370851e-19, 2.4187354031528668e-20]	cbwasL_2IH9-aXnT1e0rFg
Centre-Loire Valley	['Hauts-de-France', 'Bourgogne-Franche-Comté', 'Grand Est', 'Centre-Loire Valley', 'New Aquitaine']	[1.0, 1.2175090935429012e-09, 6.942687397204494e-11, 4.0266821346836366e-18, 2.1560585450816842e-19]	axQUY9mBlFinIgOKYNeM7Q
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'Centre-Loire Valley', 'New Aquitaine', 'Normandy']	[1.0, 6.641357602754638e-11, 7.0773372039712075e-15, 1.8819581310003386e-15, 5.7222529162957156e-21]	h0-boVwBykkggEFUsXudqA
Centre-Loire Valley	['Hauts-de-France', 'Ile-de-France', 'New Aquitaine', 'Grand Est', 'Centre-Loire Valley']	[1.0, 1.1995720833080396e-15, 3.685305988352709e-19, 6.990944088855763e-20, 5.177536206600095e-22]	wWW6dOLZ512nMT8TLwYneQ
Centre-Loire Valley	['Hauts-de-France', 'Centre-Loire Valley', 'New Aquitaine', 'Grand Est', 'Pays de la Loire']	[0.9999996423721313, 3.62536923148582e-07, 3.875510745654509e-10, 1.4917326054963986e-11, 5.842817684753934e-14]	DERIt6DARyANqaGBLAKHog
Centre-Loire Valley	['Hauts-de-France', 'New Aquitaine', 'Grand Est', 'Brittany', 'Centre-Loire Valley']	[0.9307509660720825, 0.05262487754225731, 0.016523312777280807, 0.0001008085673674941, 2.1569669607281877e-13]	rhJ2cxIuwvRlVz6dSqpU1g
Centre-Loire Valley	['Grand Est', 'New Aquitaine', 'Hauts-de-France', 'Centre-Loire Valley', 'Ile-de-France']	[0.8681924343109131, 0.13180752098560333, 6.345584324662923e-08, 7.105123780992706e-14, 5.0216050492950677e-17]	x3Rg18Vu52TqKsDMLFwEhA
Centre-Loire Valley	['Hauts-de-France', 'Centre-Loire Valley', 'Grand Est', 'Brittany', 'Pays de la Loire']	[0.9988988637924194, 0.001016405876725912, 6.357033271342516e-05, 2.1013869627495296e-05, 3.989840635654218e-08]	e1ecaApW7tjYcNfkgEfUiw
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'Centre-Loire Valley', 'Normandy', 'Pays de la Loire']	[0.9997588992118835, 0.0001857361348811537, 5.5345928558381274e-05, 6.026369625544703e-09, 5.013786608110138e-11]	jpR8oMy4i-uDOYeOySmT1g
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Pays de la Loire', 'Centre-Loire Valley', 'Normandy']	[1.0, 3.2418343759498067e-16, 2.320316891646985e-18, 9.863895126171809e-19, 1.3108138786041152e-24]	9vh6aQTel5xZOxDsoY4oLg
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'Centre-Loire Valley', 'Pays de la Loire', 'New Aquitaine']	[0.9968851208686829, 0.00311463326215744, 1.7611996838695632e-07, 4.5081885273468014e-13, 2.4729643882972144e-18]	U0ApKu_KZh4Pa8ThxOo6vg
Centre-Loire Valley	['Centre-Loire Valley', 'Pays de la Loire', 'Bourgogne-Franche-Comté', 'Normandy', 'New Aquitaine']	[0.9999722242355347, 2.7803358534583822e-05, 3.392981184902055e-08, 4.718775925560692e-10, 9.557270946869423e-11]	DmFeAyqP9f9qnb4mB6Xf7w
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Bourgogne-Franche-Comté', 'Ile-de-France', 'New Aquitaine']	[0.9999998807907104, 8.47828403038875e-08, 1.7676892341758536e-19, 1.3236729424479418e-23, 2.009945800160763e-24]	oPwqkQoWYTrsTbD7YGUnyA
Centre-Loire Valley	['New Aquitaine', 'Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Brittany']	[0.8619916439056396, 0.07154477387666702, 0.06646357476711273, 8.82543135793945e-11, 4.0647747945084386e-17]	ydGgrYWTMmqPiFiiQ60jrw
Centre-Loire Valley	['Centre-Loire Valley', 'Pays de la Loire', 'Hauts-de-France', 'Normandy', 'New Aquitaine']	[0.999900221824646, 8.996599353849888e-05, 9.830636372498702e-06, 1.3683743027570472e-10, 1.2944441352136238e-10]	4UxUR3BZy0O4q151YfrvSQ
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'Normandy', 'Pays de la Loire', 'Centre-Loire Valley']	[0.9999995231628418, 5.084427243673417e-07, 4.634600479771199e-22, 2.022607301679486e-22, 2.375814912609018e-23]	D7BJt_h-1vJQx72kEM38HQ
Centre-Loire Valley	['Hauts-de-France', 'Centre-Loire Valley', 'Grand Est', 'Pays de la Loire', 'Brittany']	[1.0, 8.396826663885706e-14, 4.4891512924506716e-14, 6.579599836436272e-19, 6.649689192339234e-21]	f_qVAvsTQeZNKRJCB5_CGw
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Bourgogne-Franche-Comté', 'Centre-Loire Valley', 'New Aquitaine']	[1.0, 1.4382538715551618e-08, 3.0404593773236677e-12, 1.2399648313226086e-17, 1.0977472550160603e-18]	b5XLOcL2RnrpeRw9HUUuiA
Centre-Loire Valley	['Pays de la Loire', 'Centre-Loire Valley', 'New Aquitaine', 'Hauts-de-France', 'Grand Est']	[1.0, 1.1088967244443637e-10, 1.01329944017967e-27, 1.5253465076566728e-31, 7.602368654621046e-33]	vq8guqLfqaRdZeJzhpqrTA
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Brittany', 'Pays de la Loire']	[1.0, 8.786859261034063e-12, 1.1608214906414578e-15, 1.436673426789455e-17, 1.9288022232307472e-21]	BYnYkVdOu-A3M7bOGh_zCA
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Centre-Loire Valley', 'Bourgogne-Franche-Comté']	[0.9722007513046265, 0.023550909012556076, 0.004248425364494324, 4.914572221403901e-11, 1.0300593928161406e-12]	vpQg4V6BfY3s1U0yzf6-gQ
Centre-Loire Valley	['Grand Est', 'New Aquitaine', 'Hauts-de-France', 'Centre-Loire Valley', 'Brittany']	[0.9998464584350586, 0.00014061607362236828, 1.289897318201838e-05, 4.456781081338401e-13, 3.073187617549038e-20]	9G1rT4YqX1Br9khVlT61QQ
Centre-Loire Valley	['Normandy', 'Hauts-de-France', 'Grand Est', 'Bourgogne-Franche-Comté', 'Centre-Loire Valley']	[0.7910653948783875, 0.20299506187438965, 0.005885199643671513, 5.416443673311733e-05, 1.23769382298633e-07]	dR_BlvAf6T2zch6Oi1zmKg
Centre-Loire Valley	['Centre-Loire Valley', 'Pays de la Loire', 'Grand Est', 'Hauts-de-France', 'New Aquitaine']	[0.9976505637168884, 0.0023494097404181957, 2.350906275205844e-11, 3.9431726113481336e-12, 1.3046258739868462e-15]	j_DrCVqUvlsMz0Hetl0KlA
Centre-Loire Valley	['Centre-Loire Valley', 'Pays de la Loire', 'New Aquitaine', 'Grand Est', 'Hauts-de-France']	[0.999998927116394, 1.1238710158067988e-06, 1.6108738846116992e-19, 1.8250867798930254e-20, 2.3221159517220478e-22]	Tqi9165ypvjgnuGNNWHzrg
Centre-Loire Valley	['Centre-Loire Valley', 'Hauts-de-France', 'Pays de la Loire', 'New Aquitaine', 'Normandy']	[0.999452531337738, 0.0005471089389175177, 3.5740751513912983e-07, 5.950177572877635e-10, 2.9468585402002857e-15]	0-UJSdGKm3oPFc2_CVrjxw
Centre-Loire Valley	['Grand Est', 'New Aquitaine', 'Hauts-de-France', 'Centre-Loire Valley', 'Pays de la Loire']	[0.9999970197677612, 3.001669028890319e-06, 1.0896378938030082e-10, 3.763707355882616e-18, 5.606154407784377e-25]	vYb1KWP7cjBNCvwYSHPVAQ
Centre-Loire Valley	['Centre-Loire Valley', 'Pays de la Loire', 'Hauts-de-France', 'Normandy', 'New Aquitaine']	[0.9997156262397766, 0.00028440539608709514, 2.469648929803725e-10, 1.5342560189435424e-14, 1.0072649840402702e-14]	Yf7B7nPuLDGCc-vsr8U8Rg
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Pays de la Loire', 'Brittany']	[1.0, 3.9711594013169815e-09, 9.523730692961863e-10, 3.571025723791861e-17, 2.2417705631885963e-23]	6K63y76Nkqr3b3n-vyfPEw
Centre-Loire Valley	['New Aquitaine', 'Occitania', 'Hauts-de-France', 'Centre-Loire Valley', 'Auvergne-Rhône-Alpes']	[0.9891480803489685, 0.01052949670702219, 0.00031888639205135405, 3.5279431358503643e-06, 4.2611558725980103e-10]	BhdUw5Ji8_clbm674wZg4g
Centre-Loire Valley	['New Aquitaine', 'Grand Est', 'Hauts-de-France', 'Occitania', 'Brittany']	[0.9995492100715637, 0.0004507979319896549, 5.91616755585278e-10, 6.126877166343523e-17, 3.0400767279265794e-18]	4OB3215pebLdmtQRkxodkg
Centre-Loire Valley	['Centre-Loire Valley', 'New Aquitaine', 'Hauts-de-France', 'Pays de la Loire', 'Normandy']	[0.9996494054794312, 0.00035059230867773294, 1.1282001027845823e-10, 8.856483797205217e-13, 4.605648815884239e-14]	Yy77sWtRBZu8RwBnMAwmvw
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Ile-de-France', 'Pays de la Loire', 'Bourgogne-Franche-Comté']	[1.0, 3.0571138068952175e-12, 1.6888181645751298e-22, 1.036489265861936e-22, 2.314641894991988e-25]	1XdwCZAnEiBm4wyBhMLwXg
Centre-Loire Valley	['Pays de la Loire', 'Centre-Loire Valley', 'Hauts-de-France', 'New Aquitaine', 'Grand Est']	[1.0, 1.878828065349225e-10, 1.697349253502988e-23, 3.154207019785355e-26, 3.0756782138616305e-34]	jgVtMQz9kvuGlzqPf8NASg
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Centre-Loire Valley', 'Pays de la Loire']	[0.9971581697463989, 0.0028417943976819515, 5.1552352664518963e-11, 7.060048202726563e-16, 2.2276066953871947e-19]	svm8gldq_qDzEhYDHIM45g
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Brittany', 'Centre-Loire Valley']	[0.9716199636459351, 0.025872256606817245, 0.002507786499336362, 5.436851316376057e-11, 9.773055628659044e-12]	AnUK1c7QukOEYeMvspOokw
Centre-Loire Valley	['Hauts-de-France', 'Centre-Loire Valley', 'New Aquitaine', 'Pays de la Loire', 'Occitania']	[0.500806450843811, 0.3754645884037018, 0.1237282082438469, 7.46988803257409e-07, 8.108320681543546e-10]	iX3Qm6Vg0K7zNfJDdL0T8g
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Bourgogne-Franche-Comté', 'Pays de la Loire', 'Ile-de-France']	[1.0, 1.8933780765451047e-08, 1.1247745543506179e-18, 1.020665852062906e-21, 9.726224558865187e-23]	s3EULANpcvXKdexPlMaBdw
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Pays de la Loire', 'Centre-Loire Valley', 'Ile-de-France']	[1.0, 3.1931883352764867e-12, 1.589880072976846e-20, 3.231942815522176e-24, 1.824784787569643e-25]	8FI29xX-D09b5RA-j8bMuw
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Ile-de-France', 'Bourgogne-Franche-Comté', 'Normandy']	[0.9999997615814209, 2.773396943211992e-07, 1.2047476348964306e-25, 7.798426997378197e-27, 2.1605351746328226e-28]	oQBh5lMl9e9w_QF1Y-3CyA
Centre-Loire Valley	['Pays de la Loire', 'Centre-Loire Valley', 'New Aquitaine', 'Hauts-de-France', 'Grand Est']	[0.9999616146087646, 3.8442027289420366e-05, 7.5993243905423235e-25, 2.5739308913514726e-30, 2.0547129269482505e-34]	izEEKLZLSu_engPJLnl8BA
Centre-Loire Valley	['New Aquitaine', 'Occitania', 'Centre-Loire Valley', 'Pays de la Loire', 'Grand Est']	[0.9835509657859802, 0.016045795753598213, 0.0004015637969132513, 1.6785307934696903e-06, 1.3257348552286885e-09]	JGELlp6upZTBppMDEpT76A
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Pays de la Loire', 'Bourgogne-Franche-Comté', 'Centre-Loire Valley']	[1.0, 8.678102680903521e-11, 1.1904911489596447e-15, 2.5814623439797326e-16, 2.2860024289008557e-16]	xesKuYXbm_ZNRd3hI5y-CA
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Normandy', 'Pays de la Loire']	[1.0, 8.645796079065349e-09, 5.880122468776478e-19, 1.3143745600720112e-23, 8.657635036045479e-26]	hgxbj2um47RS0iuY8K9PCw
Centre-Loire Valley	['Pays de la Loire', 'Centre-Loire Valley', 'Grand Est', 'Hauts-de-France', 'New Aquitaine']	[0.9755521416664124, 0.02444782294332981, 8.894491046462782e-12, 6.28909196855737e-13, 1.3622806538493679e-15]	3pYKE81RtawAFpU4IeCDDQ
Centre-Loire Valley	['Hauts-de-France', 'Centre-Loire Valley', 'Pays de la Loire', 'Grand Est', 'New Aquitaine']	[0.9992074370384216, 0.0007923055673018098, 2.31839351272356e-07, 1.9697236897098236e-11, 4.1084037213923175e-12]	Sv5KOY9E4Dt96hMaXh9jvw
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Centre-Loire Valley', 'Brittany']	[0.9999994039535522, 5.386801831264165e-07, 1.5777108081354435e-13, 1.6055965218930886e-14, 1.4038485050057173e-23]	7u6WkhmTpifdaVgG6gwmAQ
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Ile-de-France', 'New Aquitaine']	[1.0, 7.637909944270549e-13, 1.025216827733143e-19, 2.4217715760535912e-21, 7.280527366778337e-29]	wUfx7u40Vs585kvytG_YAA
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Brittany', 'Pays de la Loire', 'Centre-Loire Valley']	[1.0, 1.2086852049084302e-15, 4.170749204121792e-17, 3.0949215942734125e-19, 2.3395224228080294e-19]	_jZShgdoT1sJLxl4_vZynw
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Pays de la Loire', 'New Aquitaine']	[0.9986875653266907, 0.0008364060777239501, 0.0004759303410537541, 1.662100146404555e-08, 1.1403883825059443e-16]	inQnyMFWx7SQr-2bTY_M9w
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'Centre-Loire Valley', 'Pays de la Loire', 'Normandy']	[0.9993556141853333, 0.0006443336606025696, 1.7870350396591506e-17, 3.506052282229674e-21, 7.548481417732311e-24]	3VWt8DUVWYOad0Ymy9_noA
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Pays de la Loire', 'New Aquitaine']	[0.9448821544647217, 0.055022239685058594, 9.568208770360798e-05, 4.832024225187581e-10, 2.2485239010500376e-17]	s-4-OdcLNRdfbNWXhphtWA
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Pays de la Loire', 'Centre-Loire Valley', 'Bourgogne-Franche-Comté']	[1.0, 3.6276077697294795e-09, 1.9254245068088648e-17, 4.643743982397169e-18, 1.0741592951203157e-20]	VsUy7updsB9iLvUtX5VwbA
Centre-Loire Valley	['Hauts-de-France', 'Normandy', 'Centre-Loire Valley', 'Pays de la Loire', 'Bourgogne-Franche-Comté']	[0.9415233731269836, 0.03662510961294174, 0.012705286964774132, 0.009146248921751976, 1.622249556909594e-10]	8XSuw5PUEgIu6byxBQ7OHg
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'Centre-Loire Valley', 'Pays de la Loire', 'New Aquitaine']	[1.0, 3.557769412410039e-09, 3.631778275196059e-15, 1.1157454643742953e-17, 1.5041102774855452e-18]	2vSOLpqyhvo2eg4uVdMMpw
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Normandy', 'Pays de la Loire']	[0.9554257988929749, 0.04457417130470276, 4.911920900070536e-17, 3.582625457821216e-21, 2.026669645040561e-21]	a0vphELOUJ13htXcJNBv8w
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Centre-Loire Valley', 'Brittany']	[0.9999994039535522, 6.497922413473134e-07, 1.7115439111554248e-13, 1.4825990320657974e-18, 1.6224407574371923e-23]	1vVEubQGwNQ0FEGYgNhHyw
Centre-Loire Valley	['Grand Est', 'Centre-Loire Valley', 'Hauts-de-France', 'New Aquitaine', 'Pays de la Loire']	[1.0, 2.0643707576706305e-10, 2.9556409403275197e-11, 1.4774411887152536e-16, 4.2691773690839165e-20]	ZGMW0mVdwWPJS7TR_1Fmaw
Centre-Loire Valley	['Hauts-de-France', 'Grand Est', 'Ile-de-France', 'Pays de la Loire', 'Centre-Loire Valley']	[0.9973088502883911, 0.0026911278255283833, 3.977128081738219e-23, 2.3741993254751253e-23, 6.437655217084848e-25]	9lUsbN2XzfzAfuK19u5esQ
Centre-Loire Valley	['Centre-Loire Valley', 'Pays de la Loire', 'New Aquitaine', 'Normandy', 'Hauts-de-France']	[1.0, 5.13797757415755e-19, 4.089233274110955e-19, 1.2611235806713416e-21, 9.580662934891847e-22]	zONxo7r4fRM86LypTrMuKw
Centre-Loire Valley	['Grand Est', 'Hauts-de-France', 'Centre-Loire Valley', 'Pays de la Loire', 'New Aquitaine']	[0.9999988079071045, 1.1779144415413612e-06, 9.291309719218835e-14, 1.1377848646151582e-17, 6.3857069430950405e-18]	2T8p2WKxfi6ShcepEsn82A
Martinique	['Martinique', 'Réunion', 'Mayotte', 'Guadeloupe', 'French Guiana']	[0.9965746402740479, 0.003425329690799117, 2.357921670415042e-11, 5.733132577323381e-18, 5.5139998309108544e-27]	HWDpbHuzYOhcCr0QHycgKA
Martinique	['Réunion', 'Martinique', 'Guadeloupe', 'Mayotte', 'French Guiana']	[1.0, 2.2883149597419106e-08, 1.8050121122397948e-25, 4.4653496604481756e-40, 2.1019476964872256e-44]	h2u7Wfbeu3fXgLqbyKHFBQ
Martinique	['Martinique', 'Guadeloupe', 'Réunion', 'New Aquitaine', 'Centre-Loire Valley']	[1.0, 2.8872022638350495e-14, 9.61682025516744e-26, 0.0, 0.0]	9qGZ6bm0w6jIjxWS1hYBag
Martinique	['Martinique', 'Réunion', 'Guadeloupe', 'Hauts-de-France', 'Mayotte']	[1.0, 3.081990485043207e-08, 7.57772733450679e-11, 2.026417709260118e-41, 8.239634970229924e-43]	z2rrJtQBjprIt7vHWeRxXQ
Martinique	['Martinique', 'Réunion', 'Guadeloupe', 'Mayotte', 'French Guiana']	[1.0, 7.201233099413118e-12, 4.791527146840585e-14, 3.4497165594748347e-40, 1.1682625297076e-41]	-WZAXlYPqvrIUQr7I0f3uA
Martinique	['Martinique', 'Guadeloupe', 'Mayotte', 'Réunion', 'French Guiana']	[1.0, 2.5268577642950642e-20, 1.2992599062418861e-23, 4.471856700919069e-28, 3.613912688592887e-28]	yPFoVeqt9e9ymPrFr2z-QQ
Martinique	['Martinique', 'Réunion', 'Guadeloupe', 'Mayotte', 'French Guiana']	[1.0, 2.4768437301148083e-10, 6.0340120523927185e-24, 9.57202220021462e-26, 4.471543399660491e-42]	_AENRZXehta8nfCrvlvatg
